conversation_ID,utterance_ID,speaker,text,emotion
206,13,Rachel,"Oh , no no no no . Oh no no no no . I have to do this to her ?",fear
207,1,Chandler,"You know , I do not think we brought enough stuff . Did you forget to pack the baby anvil ?",neutral
207,2,Joey,It is gonna be worth it .,neutral
207,3,Joey,"It is a known fact that women love babies , all right ?",neutral
207,4,Joey,Women love guys who love babies .,neutral
207,5,Joey,It is that whole sensitive thing .,neutral
207,6,Joey,"Quick , aim him at that pack o babes over there .",neutral
207,7,Joey,Maybe one of them will break away .,neutral
207,8,Joey,"No , no wait , forget them , we got one , hard left .",joy
207,9,Joey,"All right , gimme the baby .",neutral
207,10,Chandler,"No , I got him .",neutral
207,11,Joey,"Come on , seriously .",neutral
207,12,Chandler,"Oh , seriously you want him ?",surprise
207,13,Woman,Hello .,joy
207,14,Chandler and Joey,Hello .,joy
207,15,Woman,Who is this little cutie ... pie ?,joy
207,16,Chandler,"Well , do not , do not think me immodest , but , me ?",neutral
207,17,Joey,You wanna smell him ?,neutral
207,18,Woman,I assume we are talking about the baby now .,neutral
207,19,Joey,"Oh , yeah . He is got that great baby smell . Get a whiff of his head .",joy
207,20,Woman,I think my uterus just skipped a beat .,neutral
207,21,Joey,What would I tell you ? What would I tell you ?,joy
207,22,Woman,I think it is great you guys are doing this .,joy
207,23,Chandler,"Well , we are great guys .",joy
208,1,Ross,"Well , there is no way I am gonna get a shot . Maybe they can take the needle and thquirt it into my mouth , you know , like a thquirt gun .",fear
208,2,Doctor,"Hello , there . I am Dr . Carlin . I see someone having an allergic reaction .",neutral
208,3,Monica,"Doctor , can I see you for just a minute please ? My brother has a slight phobia about needles .",neutral
208,4,Ross,Did you tell him about my thquirt gun idea ?,fear
208,5,Monica,"My brother , the PhD would like to know if there is any way to treat this orally .",neutral
208,6,Doctor,"No , under these circumstances it has to be an injection , and it has to be now .",neutral
208,7,Ross,So ?,neutral
209,1,Monica,"Um , the doctor says it is gotta be a needle .",neutral
209,2,Monica,"You are just gonna have to be brave , ok ?",neutral
209,3,Monica,Can you do that for me ?,neutral
209,4,Ross,Ok .,neutral
209,5,Monica,Ok . Oh boy . You are doing so good . You wanna squeeze my hand ?,joy
209,6,Ross,Yes !,joy
209,7,Monica,"All right , Ross , do not squeeze it so hard .",neutral
209,8,Monica,"Honey , really , do not squeeze it so hard !",anger
209,9,Monica,Let go of my hand !,anger
213,1,Chandler,Transit Authority ?,neutral
213,2,Chandler,"Yes , hello .",neutral
213,3,Chandler,"I am doing research for a book , and I was wondering what someone might do if they left a baby on a city bus .",neutral
213,4,Chandler,Yes I do realize that would be a very stupid character .,sadness
213,5,Joey,"Hi , here is the deal . We lost a carseat on a bus today . It is white plastic , with a handle , and it fits onto a stroller . Oh , and there was a baby in it .",neutral
213,6,Joey,He wants to talk to you again .,neutral
214,1,Chandler,What are we gonna do ? What are we gonna do ?,fear
214,2,Joey,"Uh , uh , we will flip for it . Ducks or clowns .",neutral
214,3,Chandler,"Oh , we are gonna flip for the baby ?",surprise
214,4,Joey,You got a better idea ?,neutral
214,5,Chandler,"All right , call it in the air .",neutral
214,6,Joey,Heads .,neutral
214,7,Chandler,Heads it is .,neutral
214,8,Joey,Yes ! Whew !,joy
214,9,Chandler,We have to assign heads to something .,neutral
214,10,Joey,"Right . Ok , ok , uh , ducks is heads , because ducks have heads .",neutral
214,11,Chandler,What kind of scary ... ass clowns came to your birthday ?,anger
217,1,Monica,Did you just flick me ?,anger
217,2,Rachel,"OK , well , you would not let me finish and I was just ...",neutral
217,3,Rachel,Ow ! That hurt !,anger
218,1,Phoebe,"Oh ! All right . Now , let not do this !",fear
218,2,Phoebe,Calm . Happy thoughts ! Happy thoughts ! Calm .,neutral
218,3,Phoebe,"OK , now I am gonna kick some ass !",anger
218,4,Rachel,Ow ! Ow ! Ow !,surprise
218,5,Phoebe,"Alright , now I will let go if you both stop .",neutral
219,1,Rachel,Oh that is what you want .,anger
219,2,Monica,Yes .,anger
219,3,Rachel,Fine !,anger
219,4,Monica,Fine !,anger
219,5,Phoebe,"There we go . You know what , if we were in prison , you guys would be , like , my bitches .",joy
221,1,Ross,"Listen , I am sorry I had to work tonight .",sadness
221,2,Rachel,"Oh , that is OK . You were worth the wait , and I do not just mean tonight .",neutral
223,1,Joey,"I am moving out , like we talked about .",neutral
223,2,Chandler,Well I did not think that was serious .,neutral
223,3,Chandler,You know I thought that was just a fight .,neutral
223,4,Joey,"Well , it was a fight ... based on serious stuff , remember ? About how I never lived alone or anything ? I just think it would be good for me , you know , help me to grow or ... Whatever .",neutral
223,5,Chandler,"Well , there you go .",sadness
227,1,Phoebe,Relax every muscle in your body .,neutral
227,2,Phoebe,Listen to the plinky ... plunky music .,neutral
227,3,Phoebe,"Okay , now close you eyes , and think of a happy place .",neutral
227,4,Phoebe,"Okay , tell me your happy place .",neutral
227,5,Monica,"Richard living room , drinking wine .",joy
227,6,Phoebe,"All right . No , no , no , not a Richard thing , just put down the glass . And get out !",anger
227,7,Monica,"I am sorry , but that is my happy place .",sadness
227,8,Phoebe,"Well , okay , fine , use my happy place .",neutral
227,9,Phoebe,"Okay , I am just gonna , I have to ask that you do not move anything .",neutral
227,10,Monica,"All right , I will try not to .",neutral
227,11,Phoebe,"Okay , all right , so , your in a meadow , millions of stars in the sky ...",neutral
227,12,Monica,Do you think breaking up with him was a huge mistake ?,sadness
227,13,Phoebe,"All right , there are no questions in the happy place . Okay , just , the warm breeze , and the moonlight flowing through the trees ...",neutral
227,14,Monica,"I will bet he is totally over me , I will bet he is fine .",sadness
227,15,Phoebe,"All right , betting and wagering of any kind , are , I am sure , not permitted in the happy place .",neutral
227,16,Phoebe,"Okay ? There is just , you know , the ... the lovely waterfalls , and the , the trickling fountains ... and the ... the calming sounds of the babbling brook ...",neutral
227,17,Monica,"Okay , this is not working . I am still awake and now I have to pee .",disgust
230,1,Joey,"Okay , buddy ... boy . Here it is . You hide my clothes , I am wearing everything you own .",anger
230,2,Chandler,Oh my God !,surprise
230,3,Chandler,That is so not the opposite of taking somebody underwear ! !,anger
230,4,Joey,Look at me ! I am Chandler ! Could I be wearing any more clothes ?,anger
230,5,Joey,Maybe if I was not going commando ...,anger
230,6,Chandler,Oooo ... ooh !,disgust
230,7,Joey,"I tell you , it is hot with all of this stuff on . I ah , I better not do any , I do not know , lunges .",neutral
231,1,Joey,Whoaa ! !,surprise
231,2,Chandler,"See Joe , that is why your parents told you not to jump on the bed .",neutral
232,1,Monica,"Hey , look at me . I am making jam , been at it since 4 o clock this morning .",joy
232,2,Ross,Where would you get fruit at four in the morning ?,surprise
232,3,Monica,Went down to the docks . Bet you did not know you could get it wholesale .,neutral
232,4,Rachel,I did not know there were docks .,surprise
232,5,Joey,Hey .,neutral
232,6,Ross,"Aww , is it broken ?",sadness
232,7,Joey,"No , I gotta wear this thing for a couple weeks .",sadness
232,8,Rachel,Did you tell the doctor you did it jumping up and down on your bed ?,neutral
232,9,Joey,Nooo . I had a story all worked out but then Chandler sold me out .,sadness
232,10,Chandler,"Well , I am sorry Joe . I did not think the doctor was gonna buy that it just "" fell out of the socket "" .",sadness
232,11,Joey,What is this ? Fruit ?,surprise
232,12,Rachel,Monica making jam .,neutral
232,13,Joey,"Whoa , jam ! I love jam ! Hey , how come we never have jam at our place ?",joy
232,14,Chandler,Because the kids need new shoes .,neutral
232,15,Monica,I am going into business people .,neutral
232,16,Monica,I am sick and tired of being depressed about Richard .,neutral
232,17,Monica,"I needed a plan , a plan to get over my man .",joy
232,18,Monica,What the opposite of man ?,neutral
232,19,Monica,Jam .,neutral
232,20,Monica,Oh Joey do not !,fear
232,21,Monica,It is way to hot .,anger
232,22,Joey,This will just be my batch .,neutral
233,1,Phoebe,"Um , that is it . No . Hey you . J . Crew guy .",neutral
233,2,Phoebe,Yeah .,neutral
233,3,Phoebe,Why have you been following me ?,anger
233,4,Phoebe,"I mean , all week long everywhere I look there is you .",anger
233,5,Guy,"You would not return my calls , you sent back my letters ...",sadness
233,6,Phoebe,What ?,surprise
233,7,Guy,"One more chance Ursula , please ?",sadness
235,1,Monica,"It took me 28 years to find one man that I wanna spend my life with , if I have to wait another 28 years then , I will be 56 before I can have a baby , and that is just stupid .",sadness
235,2,Chandler,That is what stupid ?,disgust
235,3,Monica,"I do not need an actual man , just a couple of his best swimmers .",neutral
235,4,Monica,"And there , there are places you can go to get that stuff .",neutral
235,5,Rachel,Down at the docks again ?,surprise
236,1,All,Hey .,neutral
236,2,Ross,How the maniac ?,neutral
236,3,Phoebe,"Oh , well he is yummy . We did a little kissin .",joy
236,4,Rachel,"Phoebe , what are you doing ?",surprise
236,5,Phoebe,"Oh , no , no , no , no . You know what , he is not into that stuff anymore . He quit for me .",joy
236,6,Rachel,"Pheebs , this guy has been obsessed with your sister , for God knows how long , okay , you do not just give up something like that .",disgust
236,7,Phoebe,"Look , he gave me his night vision goggles and everything .",joy
236,8,Ross,You are taking the word of a guy who has night vision goggles ?,surprise
236,9,Phoebe,"What , he is not still following her . Do you think he is still following her ?",surprise
236,10,Chandler,"Pheebs , wake up and smell the restraining order .",neutral
236,11,Phoebe,What are you saying I should do ?,neutral
236,12,Monica,"I think , that if you really like this guy , you should just trust him .",neutral
236,13,Phoebe,"Thank you , Monica .",joy
236,14,Joey,"Orrr , you could follow him and see where he goes .",neutral
236,15,Monica,"Oh , that is what I would do , forget mine .",surprise
238,1,Joey,Hey .,neutral
238,2,Monica,Hey .,neutral
238,3,Joey,Where you going ?,neutral
238,4,Monica,To the bank .,neutral
238,5,Joey,Sperm or regular ?,neutral
238,6,Monica,Sperm .,neutral
238,7,Joey,"So you are really doing this , huh ?",surprise
238,8,Monica,"Oh yeah , I picked a guy , 37135 .",neutral
238,9,Joey,Sounds nice .,joy
238,10,Monica,I would say so . He is got brown hair and green eyes .,joy
238,11,Joey,"No kidding , hmm .",surprise
238,12,Monica,What ?,sadness
240,1,Chandler,"Well , it is official there are no good movies .",sadness
240,2,Janice,"Well , let go to a bad one and make out .",joy
240,3,Monica,"Perhaps , you would like me to turn like this , so that you can bunny bump against my back .",neutral
240,4,Joey,Hey !,surprise
240,5,Monica,Hey .,neutral
240,6,Chandler,"Hey , man . What up ?",neutral
240,7,Joey,Maybe you can tell me .,neutral
240,8,Joey,My agent would like to know why I did not show up at the audition I did not know I had today .,anger
240,9,Joey,The first good thing she gets me in weeks . How could you not give me the message ?,anger
240,10,Chandler,"Well , I will tell you I do enjoy guilt , but , ah , it was not me .",sadness
240,11,Phoebe,"Yes , it was ! It was him ! Uh huh !",neutral
240,12,Phoebe,"Okay , it was me !",anger
240,13,Joey,How is it you ?,surprise
242,1,Ross,"Guess who here . It is the toughest guy in toy land , Ben . Real American hero . I am G . I . Joe !",neutral
242,2,Rachel,G . I . Joe ? Do you really think he is gonna fall for that ?,surprise
242,3,Joey,G . I . Joe ! Cool ! Can I play ?,joy
242,4,Ross,"Look Ben , it is a toy that protects U . S . oil interests overseas !",joy
243,1,Janice,Are you being British ? !,surprise
243,2,Chandler,No . Not anymore .,neutral
243,3,Janice,Why are you shopping here ? You do not live in this neighborhood . Were you here waiting for me ?,surprise
243,4,Chandler,"Yeah , huh . I am just uh , you know I am just picking up some things for a party .",neutral
243,5,Janice,Barley ? What kind of party serves barley ?,surprise
243,6,Chandler,"Well , I am sorry if my friends are not as sophisticated as yours .",anger
243,7,Janice,Where is this party ?,neutral
243,8,Chandler,Here in Chelsea .,neutral
243,9,Janice,Who party is it ?,neutral
243,10,Chandler,A woman .,neutral
243,11,Janice,What woman ? !,anger
243,12,Chandler,Chelsea .,neutral
243,13,Janice,"You know , one of two things is happening here . Either you are seeing somebody behind my back , which would make you the biggest jerk on the planet .",disgust
243,14,Janice,"Or , else you are pretending that you are seeing somebody , which just makes you so pathetic that I could start crying right here in the cereal aisle .",disgust
243,15,Janice,So like which of these two guys do you want to be ?,anger
243,16,Chandler,Can I be that guy ?,joy
244,1,Phoebe,"Okay , so we got some more good rejections , lots of stuff to work on .",neutral
244,2,Joey,"Okay , shoot .",neutral
244,3,Phoebe,"Okay , um , oh , the zoo commercial .",neutral
244,4,Joey,I did not get it ?,surprise
244,5,Phoebe,"No . They said you were not believable as a human being . So , you can work on that .",neutral
244,6,Joey,"Okay , what else ?",neutral
244,7,Phoebe,"Um , the off ... Broadway play people said You were pretty but dumb .",neutral
244,8,Joey,Oh .,sadness
244,9,Phoebe,"Oh no wait , I am sorry , that is pretty dumb .",neutral
245,1,Ross,"Okay , that is , that is enough .",neutral
245,2,Monica,Will not you ... will not you ... will not you ...,neutral
245,3,Ross,Will not you dance around with me .,neutral
245,4,Monica,A ... ha ! ! !,surprise
246,1,Chandler,Hey !,surprise
246,2,Joey,Hey !,surprise
246,3,Joey,No . You know how we are always saying we need a place for the mail .,neutral
246,4,Joey,"Well , I started building one . But then I decided to take it to the next step .",neutral
246,5,Chandler,You are building a post office ?,surprise
246,6,Joey,"No , an entertainment unit , with a mail cubby built right in . It is a one day job , max .",neutral
246,7,Chandler,Okay . My word ! Those are snug .,surprise
246,8,Joey,"Oh yeah . These are my old work pants , Sergio Valente .",neutral
246,9,Joey,Power saw kinda got away from me there .,neutral
248,1,Phoebe,Chandler .,neutral
248,2,Chandler,Hi .,neutral
248,3,Frank,Hi .,neutral
248,4,Phoebe,Joey .,neutral
248,5,Joey,Hey ... hey !,joy
248,6,Frank,Hey .,neutral
248,7,Phoebe,This is Monica .,neutral
248,8,Frank,Whoa !,surprise
248,9,Phoebe,And this is Rachel .,neutral
248,10,Rachel,Hi !,joy
248,11,Frank,Whoa ! !,surprise
248,12,Phoebe,I am gonna get coffee .,neutral
248,13,Frank,"Hey , how do you guys get anything done ?",surprise
248,14,Chandler,"We do not , really .",neutral
248,15,Rachel,"Well , so , now , do you guys have a lot of big plans ?",neutral
248,16,Phoebe,"Oh yeah ! Yeah , no , we are gonna connect , you know bond , and everything .",joy
248,17,Frank,"Yeah , I was thinking that maybe we could go down to Time Square and pick up some ninja stars .",neutral
248,18,Frank,"And , oh , um , my friend Larry , he wants me to take a picture of a hooker .",neutral
248,19,Chandler,"You know , we do not really take advantage of living in the city .",neutral
249,1,Monica,Hey ! Where you heading in those pants ? 1982 ?,joy
249,2,Joey,"Oh Monica , listen , I ah , I saw down at the hardware store , they got those designer tiles on sale .",neutral
249,3,Joey,If you ever want to redo the bathroom floor .,neutral
249,4,Monica,"Why , what wrong with my bathroom floor ?",surprise
249,5,Joey,"Nothing . It is just old and dingy , that is all .",disgust
249,6,Monica,I highly doubt that .,anger
249,7,Joey,"Oh yeah . If you ah , move your hamper , you see what color the tile used to be . Yeah .",disgust
249,8,Monica,I can not live like this ! What are we gonna do ? What are we gonna do ?,fear
249,9,Joey,Relax . Here hold this . This old stuff just comes right off .,neutral
249,10,Monica,That is a little more than I wanted to see .,disgust
249,11,Joey,Aw !,surprise
249,12,Joey,"Look at that , every inch of this stuff is glued down .",surprise
249,13,Joey,It would take forever to pry this up .,joy
249,14,Joey,"You should ah , you should just leave it .",neutral
249,15,Monica,I can not leave it ! You gouged a hole in my dingy floor .,anger
249,16,Joey,Eh ! There you go .,neutral
249,17,Monica,"You know that is nice , you know we could put it back there after the surgeons remove it from your colon !",anger
252,1,Ross,"Okay , I have got three of my five .",neutral
252,2,Rachel,"Three of your five , what ?",neutral
252,3,Ross,Celebrities I am allowed to sleep with .,neutral
252,4,Rachel,Oh my God ! You are giving this a lot of thought .,surprise
252,5,Ross,"Yeah , it is hard okay , I only have two spots left .",neutral
252,6,Chandler,"All right , so who do you got it narrowed down to ?",neutral
252,7,Ross,"Okay , Elizabeth Hurely ...",joy
252,8,Chandler,"Oooh ... hoo , very attractive , forgiving .",surprise
252,9,Ross,Susan Sarandon .,neutral
252,10,Chandler,"Eh , you know what , she is too political , she probably would not let you do it , unless you donated four cans of food first .",disgust
252,11,Ross,And ! ! Isabella Rosselini .,joy
252,12,Chandler,"Ooh ... hoo . Very hot , very sexy . But ah , you know she is too international , you know she is never gonna be around .",joy
252,13,Rachel,So ?,neutral
252,14,Chandler,"So , you gotta play the odds , pick somebody who gonna be in the country like all the time .",neutral
252,15,Rachel,"Yeah , cause that is why you will not get Isabella Rosselini , geography .",neutral
253,1,Phoebe,Which you just gave up really quickly .,neutral
253,2,Chandler,Have you seen Joey ?,neutral
253,3,Monica,What the matter ?,neutral
253,4,Chandler,"Oh , just this ! You know what it is my fault really , because the couch is where we usually keep the varnish .",anger
253,5,Joey,"Hey , does somebody wanna hand me one of those tiles ?",neutral
253,6,Chandler,What going on ?,surprise
253,7,Monica,He is retiling my floor .,neutral
253,8,Chandler,Yo ! ! Spackel boy ! Get up !,anger
253,9,Monica,"Ah ... ah ... ah , now you started this , you will finish it .",anger
253,10,Chandler,He started mine first !,anger
253,11,Phoebe,"Build the unit Cinderelly , lay the tile Cinderelly .",neutral
254,1,Frank,"Well , I do not think this , you know .",neutral
254,2,Phoebe,"No , no , no , I would not do you myself , I mean that would be weird .",disgust
254,3,Phoebe,"Yeah , no , I will get one of the other girls to do it .",neutral
254,4,Phoebe,"Oh , this will be so much fun !",joy
254,5,Phoebe,Yay !,joy
254,6,Phoebe,Are you excited ?,joy
254,7,Frank,"Yeah ! Hey , do Monica and Rachel work there ?",neutral
255,1,Monica,It is beautiful ! It is like the first bathroom floor there ever was . Whoa ! What are you going in there for ?,surprise
255,2,Chandler,"What , like a number ?",neutral
255,3,Ross,Hey !,joy
255,4,Chandler,Hi ! Bye !,neutral
255,5,Ross,"Okay , I am done with my choices , these are final .",neutral
255,6,Rachel,"Well , it is about time .",neutral
255,7,Joey,"Ooh , very official .",neutral
255,8,Ross,"Oh , yeah , well you know Chandler printed it up on his computer .",neutral
255,9,Monica,And who laminated it ?,neutral
255,10,Ross,That would be me .,neutral
255,11,Rachel,"All right let me see . Uma Thurman , Winona Ryder , Elizabeth Hurely , Michelle Pfieffer , and Dorothy Hammel ?",neutral
255,12,Ross,"Hey , it is my list .",anger
255,13,Rachel,"Okay honey , you do realize she only spins like that on ice .",neutral
256,1,Frank,"Ow ! ... Ow ! ... Ow ! Ow ! Ow ! Ow ! Ow ! Ow ! Ow ! You know , ow !",fear
256,2,Phoebe,Hey ! ... Hey ! What going on ?,surprise
256,3,Frank,She broke my arm .,anger
256,4,Girl,He touched my fanny .,anger
256,5,Frank,"No , she touched mine first !",anger
256,6,Girl,That is my job !,anger
257,1,Rachel,"Okay sir , um ... mm , let see if I got this right .",neutral
257,2,Rachel,"Ah , so this is a half ... caf , double tall , easy hazel nut , non ... fat , no foam , with whip , extra hot latte , right ?",neutral
257,3,Rachel,"Okay , great .",joy
257,4,Rachel,You freak .,disgust
257,5,Ross,Thank you .,neutral
257,6,Isabella,"A coffee to go , please .",neutral
257,7,Ross,Isabella Rosselini .,surprise
257,8,Monica,Are you serious ? Oh my God .,surprise
257,9,Ross,Damn ! I can not believe I took her off my list .,anger
257,10,Monica,Why ? Cause otherwise you would go for it ?,surprise
257,11,Ross,"Yeah , maybe .",neutral
257,12,Rachel,"Oh ... oh , you lie .",surprise
257,13,Ross,What ? You do not think I would go up to her ?,surprise
257,14,Rachel,"Ross , it took you ten years to finally admit you liked me .",neutral
257,15,Ross,"Yeah , well missy , you better be glad that list is laminated .",anger
257,16,Rachel,"You know what honey , you go ahead , we will call her an alternate .",neutral
257,17,Ross,"Okay , hold my crawler .",neutral
257,18,Rachel,Okay .,neutral
257,19,Monica,"Rach , are you really gonna let him do this ?",surprise
257,20,Rachel,"Honey , he is about to go hit on Isabella Rosselini . I am just sorry we do not got popcorn .",joy
258,1,Ross,"Hi ! Hi , I am Ross , you do not know me , but I am a big , big fan of yours . I mean ,",joy
258,2,Isabella,Are not you with that girl over there ?,neutral
258,3,Ross,"Well , yeah , kinda .",neutral
258,4,Ross,"Um , but that is okay , see we have an understanding , um , see we each have this list of five famous people , and you were one of mine .",neutral
258,5,Ross,"No , no , no , it is flattery .",fear
258,6,Ross,"Oh no , no , no , wait , wait , Isabella .",fear
258,7,Ross,"Do not , do not just dismiss this so fast .",fear
258,8,Ross,I mean this is a once in a lifetime opportunity ...,neutral
258,9,Isabella,"Yeah , for you . Is that the list ?",neutral
258,10,Ross,"Um , yeah .",neutral
258,11,Isabella,May I see it ?,neutral
258,12,Ross,"Um , no .",fear
258,13,Isabella,Come on !,joy
258,14,Ross,"But , okay .",neutral
258,15,Isabella,I am not on the list !,surprise
258,16,Ross,"Um , see , but that is not the final draft .",neutral
258,17,Isabella,It is laminated !,anger
258,18,Ross,"Yeah , um , okay see , you were , you were on the list but my friend , Chandler brought up the very good point that you are international , so I bumped you for Wynona Rider , local .",neutral
258,19,Isabella,You know it is ironic ...,neutral
258,20,Isabella,... because I have a list of five goofy coffee house guys and yesterday I bumped you for that guy over there .,neutral
258,21,Ross,We are just gonna be friends .,neutral
259,1,Joey,You know what ?,neutral
259,2,Chandler,Umm ?,neutral
259,3,Joey,I bet you ya I could fit in there .,neutral
259,4,Chandler,I have got five bucks says you can not .,neutral
260,1,Phoebe,"Oh , that is so unfortunate .",sadness
260,2,Ross,What ?,neutral
260,3,Phoebe,Cute naked guy is really starting to put on weight .,sadness
260,4,Monica,"Okay , I will be back in just a minute . Oh , Phoebe I am sorry that I left lipstick marks on the phone .",neutral
260,5,Phoebe,You did not leave lipstick marks on the phone .,neutral
260,6,Monica,"Oh , then it must have been you . Bye .",neutral
260,7,Phoebe,Bye ... bye ! That is why I moved out .,joy
260,8,Ross,"Hey , you know while we are on that , when are you gonna tell my sister that you do not live here anymore .",neutral
260,9,Phoebe,I think on some levels she already knows .,neutral
263,1,Chandler,"Hey , Mon .",neutral
263,2,Monica,Hey ... hey ... hey . You wanna hear something that sucks ?,neutral
263,3,Chandler,Do I ever .,joy
263,4,Monica,Chris says they are closing down the bar .,sadness
263,5,Chandler,No way !,surprise
263,6,Monica,"Yeah , apparently they are turning it into some kinda coffee place .",neutral
263,7,Chandler,Just coffee ! Where are we gonna hang out now ?,disgust
263,8,Monica,Got me .,sadness
263,9,Chandler,Can I get a beer .,neutral
263,10,Monica,"Hey , did you pick a roommate ?",neutral
263,11,Chandler,You betcha !,joy
263,12,Monica,Is it the Italian guy ?,surprise
263,13,Chandler,"Um ... mm , yeah right !",joy
264,1,Ross,"No real ... , honey , really it is fine , just g ... go with Susan .",neutral
264,2,Ross,"Really , I , no , I think girls night out is a great idea .",joy
264,3,Ross,"Okay , okay , bye",neutral
264,4,Phoebe,So what are they doing ?,neutral
264,5,Ross,"I do not know , something girlie .",joy
264,6,Phoebe,"Hey , you are early .",neutral
264,7,Monica,What are you doing with the lamp ?,surprise
264,8,Phoebe,I am just taking it to be re ... wired .,neutral
264,9,Monica,"Oh , well do not take it to the same place you took the stereo , cause they have had that thing for over a week .",disgust
264,10,Phoebe,"No , no , Mr . Heckles no one is making any noise up here .",neutral
264,11,Mr. Heckles,You are disturbing my oboe practice .,anger
264,12,Phoebe,You do not play the oboe !,anger
264,13,Mr. Heckles,I could play the oboe !,anger
265,1,Phoebe,Then I am gonna have to ask you to keep it down .,neutral
265,2,Mr. Heckles,Who are you ?,surprise
265,3,Eric,"Hi , I am Eric , I am gonna be Chandler new roommate .",neutral
265,4,Mr. Heckles,I am Chandler new roommate .,surprise
265,5,Eric,I ... I ... I do not think so .,surprise
265,6,Mr. Heckles,I could be Chandler new roommate .,surprise
265,7,Eric,"But , he told me over the phone .",surprise
265,8,Mr. Heckles,He told me in person .,neutral
265,9,Eric,That is weird .,surprise
265,10,Mr. Heckles,"Well , I am going to go into my new apartment now . Ehh !",joy
266,1,Monica,"Hi , again .",neutral
266,2,Joey,Hey !,neutral
266,3,Chandler,Hey !,neutral
266,4,Monica,"Thank you soo , much .",joy
266,5,Chandler,"Oh , do not thank me , thank the jerk that never showed up . Okay , I gotta get to get to work .",anger
266,6,Monica,You want some help with that ?,neutral
266,7,Joey,"Oh , no thanks , I got it . No I do not !",neutral
266,8,Monica,Whoa ! Are you okay ?,surprise
266,9,Joey,"Whew ! Stood up too fast , got a little head rush .",surprise
266,10,Monica,It is the heat . And ... and the humidity .,neutral
266,11,Joey,"That is a uh , that is a tough combination .",neutral
266,12,Monica,Do you wanna come in for some lemonade ?,neutral
266,13,Joey,Like you would not believe . Wow ! This is a great place .,surprise
267,1,Monica,Thank you . Just make yourself comfortable .,neutral
267,2,Joey,Gotcha .,neutral
267,3,Monica,This place is really my Grandmother .,neutral
267,4,Monica,"I got it from her when she moved to Florida , otherwise I could never afford a place like this .",neutral
267,5,Monica,"So if the landlord ever asks , I am 87 year old woman , who afraid of her VCR .",neutral
267,6,Monica,So are you thirsty ?,neutral
267,7,Joey,"Oh , you bet I am !",joy
267,8,Monica,"Okay , here is your penis !",surprise
268,1,Monica,Oh my God ! ! ! What are you doing ? ! !,surprise
268,2,Joey,"You said , you wanna come in for some lemonade ?",neutral
268,3,Monica,So ? !,disgust
268,4,Joey,"Whoa , ah ! ! We are you just gonna give me some lemonade ?",surprise
268,5,Monica,Yeah huh ! ! Cover yourself up !,disgust
268,6,Joey,"Oh right , right .",neutral
268,7,Monica,"I do not believe this ! When someone asks you in for lemonade , and to you that means they wanna have sex ?",anger
268,8,Joey,Well usually ... yeah !,surprise
268,9,Joey,"Well , not just lemonade , iced tea , sometimes juice .",neutral
268,10,Joey,"Well , sorry , I just , I thought you liked me .",neutral
268,11,Joey,I am such a jerk .,sadness
268,12,Monica,"It is okay . I suppose it could happen to anyone , not anyone I know , but ... By the way I can still see it .",neutral
269,1,Phoebe,"That was supposed to be a good thing , I forget why .",neutral
269,2,Phoebe,"Just listen , Monica , I , do you know , okay , do you know , I could not sleep for like a month because I got like a dot of ink on one of the sofa cushions .",sadness
269,3,Monica,"Well , you ... you coulda just turned the cushion over .",neutral
269,4,Phoebe,"Yeah , I would have except I had a big spaghetti stain on the other side .",neutral
269,5,Monica,What ? ! ? !,surprise
269,6,Phoebe,"Okay , this is what I am talking about , this . I ... I need to live in a land where people can spill .",neutral
269,7,Monica,You can spill . In the sink .,neutral
269,8,Phoebe,"Aw , honey it is not your fault , you know this is who you are , and I love you , and I want us to be friends , and if I keep living here I do not see that happening .",sadness
269,9,Monica,"I love you , too .",sadness
269,10,Phoebe,"Aww , good . What ?",joy
269,11,Monica,What ? I am just sad .,surprise
269,12,Phoebe,"No you are not , you are wondering which cushion it is .",neutral
271,1,Chandler,"Umm , this is nice .",neutral
271,2,Monica,"I know , it is is not it ?",joy
271,3,Chandler,"No , I mean it , this feels really good . Is it a hundred percent cotton ?",joy
271,4,Monica,"Yeah ! And I got it on sale , too .",joy
271,5,Chandler,"Anyway , I should go , one of the lifeguards was just about to dismantle a nuclear device .",neutral
271,6,Monica,"Well , if you wanna get a drink later we can .",neutral
271,7,Chandler,"Oh yeah , that sounds great . Oh , and listen , it is , it is gonna be ...",neutral
271,8,Monica,I know . Thanks .,neutral
272,1,Ross,"Maybe this would have happened if I would been more nurturing , or I would paid more attention , or I ... had a uterus .",sadness
272,2,Ross,I can not believe this !,surprise
272,3,Phoebe,"I know no , no , you know you do not deserve this , you do not Ross .",sadness
272,4,Phoebe,"You are , you are really , you are so good .",sadness
272,5,Ross,Thanks .,sadness
272,6,Phoebe,And you are so sweet . And you are kind,neutral
272,7,Ross,Thanks .,sadness
272,8,Ross,"Wait , wait , wait , wait , wait .",surprise
272,9,Phoebe,"Okay , it is okay .",neutral
272,10,Ross,"Wait , wait , wait .",surprise
272,11,Ross,My foot is stuck in the pocket .,sadness
272,12,Phoebe,What ?,surprise
272,13,Ross,"No , I can not get it out .",sadness
273,1,Phoebe,"Well , that is not something a girl wants to hear .",neutral
273,2,Ross,"No , come on do not start . Ouch !",surprise
273,3,Phoebe,What ?,surprise
273,4,Ross,Stupid balls are in the way .,sadness
